0.01,0.19,-41084.04954
0.01,0.19,-41084.04954
0.014,0.186,-41038.81922
0.018,0.182,-40984.2622
0.022,0.178,-40922.50071
0.026,0.174,-40854.86272
0.03,0.17,-40782.25678
0.034,0.166,-40705.34252
0.038,0.162,-40624.61945
0.04031,0.15969,-40576.51592
0.04031,0.15969,-40576.51592
0.042,0.158,-40540.76818
0.046,0.154,-40456.4145
0.05,0.15,-40372.11279
0.054,0.146,-40287.863
0.058,0.142,-40203.66508
0.062,0.138,-40119.51898
0.066,0.134,-40035.42465
0.07,0.13,-39951.38204
0.074,0.126,-39867.39111
0.078,0.122,-39783.45182
0.082,0.118,-39699.5641
0.086,0.114,-39615.72792
0.09,0.11,-39531.94323
0.094,0.106,-39448.20997
0.098,0.102,-39364.52811
0.102,0.098,-39280.8976
0.106,0.094,-39197.31838
0.11,0.09,-39113.79041
0.114,0.086,-39030.31365
0.118,0.082,-38946.88804
0.122,0.078,-38863.51354
0.126,0.074,-38780.19011
0.13,0.07,-38696.91769
0.134,0.066,-38613.69624
0.13612,0.06388,-38569.55284
0.13612,0.06388,-38569.55284
0.13612,0.06388,-38569.55284
0.138,0.062,-38530.33643
0.142,0.058,-38445.51465
0.146,0.054,-38358.88535
0.15,0.05,-38270.32358
0.154,0.046,-38179.68309
0.158,0.042,-38086.79067
0.162,0.038,-37991.43804
0.166,0.034,-37893.37044
0.17,0.03,-37792.26947
0.174,0.026,-37687.72658
0.178,0.022,-37579.19944
0.182,0.018,-37465.93526
0.186,0.014,-37346.82201
0.19,0.01,-37220.05744
0.194,0.006,-37082.22746
0.198,0.002,-36924.21571
0.2,0,-36821.35207
,,
8.87165E-13,0.1,-39426.26262
0.002,0.098,-39418.39552
0.004,0.096,-39388.19153
0.006,0.094,-39349.77808
0.00668,0.09332,-39335.4198
0.00668,0.09332,-39335.4198
0.00668,0.09332,-39335.4198
0.008,0.092,-39307.00719
0.01,0.09,-39263.6337
0.01,0.09,-39263.6337
0.012,0.088,-39219.90462
0.014,0.086,-39175.81289
